Live,10/9/2009 9:45:06 AM,6666,5555,+444,5555,TestFlight9,3323,5555,Foot,Kmh
Live,10/9/2009 9:45:06 AM,6666,5555,+444,5555,TestFlight9,3323,5555,Foot,Kmh
Live,10/9/2009 9:45:06 AM,6666,5555,+444,5555,TestFlight9,3323,5555,Foot,Kmh
Live,10/9/2009 9:45:06 AM,6666,5555,+444,5555,TestFlight9,3323,5555,Foot,Kmh
Live,10/9/2009 9:45:06 AM,6666,5555,+444,5555,TestFlight9,3323,5555,Foot,Kmh
Live,10/9/2009 9:45:06 AM,6666,5555,+444,5555,TestFlight9,3323,5555,Foot,Kmh
Live,10/9/2009 9:45:06 AM,6666,5555,+444,5555,TestFlight9,3323,5555,Foot,Kmh
Live,10/9/2019 9:45:06 AM,0001,365,+444,256,TestFlight,3323,289,Foot,Kmh
Live,10/9/2019 9:45:06 AM,0001,365,+444,256,TestFlight,3323,289,Foot,Kmh
Live,10/9/2019 9:45:06 AM,0001,365,+444,256,TestFlight,3323,289,Foot,Kmh
Live,10/9/2019 9:45:06 AM,0001,365,+444,256,TestFlight,3323,289,Foot,Kmh
Live,10/9/2019 9:45:06 AM,0001,365,+444,256,TestFlight,3323,289,Foot,Kmh
Live,10/9/2019 9:45:06 AM,0001,365,+444,256,TestFlight,3323,289,Foot,Kmh
Live,10/9/2019 9:45:06 AM,0001,365,+444,256,TestFlight,3323,289,Foot,Kmh
Live,10/9/2019 9:45:06 AM,0001,365,+444,256,TestFlight,3323,289,Foot,Kmh
Live,10/9/2019 9:45:06 AM,0001,365,+444,256,TestFlight,3323,289,Foot,Kmh
Live,10/9/2019 9:45:06 AM,0001,365,+444,256,TestFlight,3323,289,Foot,Kmh
Live,10/9/2019 9:45:06 AM,0001,365,+444,256,TestFlight,3323,289,Foot,Kmh
Live,10/9/2019 9:45:06 AM,0001,365,+444,256,TestFlight,3323,289,Foot,Kmh
Live,10/9/2019 9:45:06 AM,0001,365,+444,256,TestFlight,3323,289,Foot,Kmh
Live,10/9/2019 9:45:06 AM,0001,365,+444,256,TestFlight,3323,289,Foot,Kmh
Live,10/9/2019 9:45:06 AM,0001,365,+444,256,TestFlight,3323,289,Foot,Kmh
Live,10/9/2019 9:45:06 AM,0001,365,+444,256,TestFlight,3323,289,Foot,Kmh
Live,10/9/2019 9:45:06 AM,0001,365,+444,256,TestFlight,3323,289,Foot,Kmh
Live,10/9/2019 9:45:06 AM,0001,365,+444,256,TestFlight,3323,289,Foot,Kmh
Live,10/9/2019 9:45:06 AM,0001,365,+444,256,TestFlight,3323,289,Foot,Kmh
Live,10/9/2019 9:45:06 AM,0001,365,+666,666,TestFlight,3323,289,Foot,Kmh
Live,10/9/2019 9:45:06 AM,0001,365,+888,888,TestFlight,3323,666,Foot,Kmh
Live,10/9/2019 9:45:06 AM,0001,365,888,888,TestFlight,3323,666,Foot,Kmh
Live,10/9/2019 9:45:06 AM,0001,365,888,888,TestFlight,3323,666,Foot,Kmh
Live,10/9/2019 9:45:06 AM,0001,365,50.858028,8.837064,TestFlight,3323,666,Foot,Kmh
Live,10/9/2019 9:45:06 AM,0001,365,50.858028,8.837064,TestFlight,3323,666,Foot,Kmh
Live,10/9/2019 9:45:06 AM,0001,365,50.858028,8.837064,TestFlight,3323,666,Foot,Kmh
Live,10/9/2019 9:45:07 AM,0001,365,50.858028,8.837064,TestFlight,3323,666,Foot,Kmh
Live,10/9/2019 9:45:07 AM,0001,365,50.858028,8.837064,TestFlight,3323,666,Foot,Kmh
Live,10/9/2019 9:45:07 AM,0001,365,50.858028,8.837064,TestFlight,3323,666,Foot,Kmh
